property_address,categories
"323, 852, n, swastik city, survey no. 783 adm. 63 sq. mtrs, tps 208, final plot no. 78/302/119,478/913/746,464/723 /978 paiki 277 sq. mtrs paiki final plot no. 381/983/249 adm. 360 sq. mtrs of mouje vatva., nr rishit residency, opp pooja farm, ahmedabad, narol, ahmadabad city",flat
"flat no. a 470 to 509 rs no 832 paiki ( amalgamated rs no 705 paiki 516) mouje bechar taluka bechraji district mehsana, 872, manidhar village, mehsana, bechraji",flat
"g2, syno 27 1b p, shree skanda residency, kadri b village, mangalore taluk, mangalore, dakshina kannada, karnataka, india,",flat
"house no c-21,khasra no 792,block-c,village mandawali fazalpur,mandawali unchepar,taravati hospital,delhi,delhi,110092",houseorplot
"plot no 99, khasra no 277/3, gayatri nagar, magra punjala, jodhpur, jodhpur, rajasthan, india, 342001",houseorplot
"plot-c-103-mikasa central park flower valley plots s no kh no. 19,26,28,32,33,3435,40,41,43,village dhunda &berka, sec - 29, 30, 32 & 33 gurgaon 122103 haryana",houseorplot
"1, nagram panchayat, khewat no 180 killa no. 140/18/2min north (2-4.5), 19/2 min north (2-4.5), 20/2 min north (2-0), 6kanal 9 marla & khewat no 181, khata no 235 kila no 140/11/2(5-8). 12 (8-0), 13 (8-0),18/1 (4-9), 19/1 (4-9),20/1 (4-0) 34 kanal 6 marla, total area 40 kanal 15 marle,waka village lahali, tehsil kalanaur, dist rohtak, na, lahli, na, kalanaur, kalanaurkhurd, lahli, rohtak, rohtak, haryana, 124113",landparcel
"dag no. 9996/8, mandal haripur, adjacent to government primary school, kanpur nagar, uttar pradesh - 288257",landparcel
"flat bearing no.ph-2 measuring 1293 sq.fts., of super built area located in fifth floor with proportionate undivided share of 100 sq.fts situated at b.channasandra gramatana, k.r.puram hobli,bangalore",flat
"flat-501,floor-5 sp's sreekar nivas plot mig-75,unit 502,s no 143& 144,dharama reddy colony, phase-ii hydernagar village balanagar mandal hyderabad-ap 500072 telangana",flat
"rajkot r.s. no. 614/p-9, t.p.s. no. 24, o.p. no. 5, f.p. no. 5/12 & 5/13, ward no. 18, off. sadhuvasvani kunj road, at. rajkot - 360001, tal. & dist. rajkot, gujarat. plot no. 1 to 4, amrut park - 1, opp. karnavati school, nr. darshil raw house, 30 ft. road, opp. karnavati school",landparcel
"house on part,of plot no 5,and plot no 5a,shriji puram colony mi khasra no 567,wake gram anguthi,tehsil and district,agra,agra,uttar pradesh-282001,agra,india.",houseorplot
"plot no 1, khewat no 464, rakba 40 sq yards, vakya situated agroha, agroha, hisar, haryana, india, 125047",houseorplot
f no 505 5th flr p no 31/32 0 sakar pride 5 sakar pride nr trikoni bunglow ayodhya nagari kalika nagar nashik,flat
"unit-947-f-755,vip-colony,paneriyo-ki-madri rhb - udaipur udaipur udaipur-rj 313001 rajasthan",others
ground and one p no 13 0 datta kamal bunglow 0 datta kamal niwas vasan nagar gamane mala bh toyota showroom nashik,houseorplot
"land extent 3.35ares,s no resyno 1815/8,village peringavutaluka thrissur,districtthrissur,house na thrissur 680005 kerala",landparcel
"na, namahima spring villas, villa no.128, mahimas spring villas , mahima sansar , bilwa , tonk road , jaipur, plot no - 128, mahima sansar ,bilwa, radha swami satsang bhawan , jaipur, sanganer, tonk road, sanganer, jaipur, rajasthan, 303902",houseorplot
prop.no.118/74 second floor prop.no.879/154 without roof right 950 subhash nagar delhi,flat
"dag no. 2076/5, mandal rampur kalan, opposite primary school, yamunanagar, haryana - 778248",landparcel
"464, 70, patel plaza, patel plaza, flat no. 513, 2nd floor, patel plaza (guruprasad chsl), plot no. 406, sector no. 750, village kamothe, phase ii, navi mumbai - 410209, village kamothe , sector 898, panvel, kamothe, panvel, raigad, maharashtra, 410209",flat
plot no 24 lehra shiva colony lehra dist,houseorplot
"abadi karol bagh, khasra no 252, vill daad, ludhiana, punjab, india, 141001",houseorplot
"khasra no. 1598/8, p.s. kakkanad, behind dps school, bhubaneswar, odisha - 883422",landparcel
"re-survey no. 2306/9, taluka manesar, adjacent to government primary school, guntur, andhra pradesh - 534832",landparcel
"unit no. 202, bgfs, ground, na, block no 739 shop no.433, unit no. 419, bgfs, block no. c-817, sanjay place, agra, unit no. 459, bgfs, near st. patricks junior college, sanjay place, agra, sanjay place, agra, uttar pradesh, 282002",commercial unit
"plot-50 aandal nagar s no 83/2,93/a1a,atmookanangkurichi village, karur 639005 tamil nadu",houseorplot
"all that right, title and interest of property bearing office/shop no.1022 on tenth floor adm. 69.87 sq. mtrs. carpet area, (adm. 73.53 sq. mtrs. built-up area) along with undivided proportionate share of land adm. 19.72 sq. mtrs. in the scheme known as a “solaris business hub”, situated at :- survey no.218, final plot no.463 of town planning scheme no.29 (naranpura) of mouje : vadaj, taluka: sabarmati, in the registration district of ahmedabad and sub district of ahmedabad-2 (vadaj).",commercial unit
"unit number 295, 322, park street, joyville western heights, joyville howrah kwic amta rd and bombay rd crossin howrah-711403 jl no54 mouza-pakuria khalia balitikuri ps-domjur jl no54 mouza-pakuria khalia balitikuri ps-domjur, n.a, kolkata west international city, n.a, howrah, pakuria, bank, domjur, howrah, west bengal, 711403",flat
a - 827 devarsh divine 1rajoda road bavla bavla bavla ahmedabad bhayla gujarat 382220,others
"ek kitta makan no, 415/637, new prop id 1hl1qpb9, old prop id 101c247u445, ward no 314 only second floor, situated arya nagar ravidas nagar, rohtak, rohtak, haryana, india, 124001",flat
"nananahouse of shyam singh rathore, khasra no-491, 492, patta no-18065, plot no-140, near by arvindam library, chidiya tibba, sikar, radhakishanpura, word no-46, near by shri ram school and college, sikar, sikar, rajasthan, 332001",houseorplot
"flat-404,floor-4 wellwisher town, building 10 c s no 1/3,4a.b.d.e.,1/4f,1/52/1a-1c,2/2&3,4/1+3/b,4/2,8/1-3p,cts-no.2480,vlg-varoseopp samuel mall, khopolikhalapur raigarh-ms 410202 maharashtra",flat
"14, 3, j, kadamb flats, survey num 276/4 block no 372 bopal, nr govt tubewell, ahmedabad",flat
"house on, plot no l785 and, l 786, ganga nagar, meerut, meerut, uttar pradesh, india, 250002",houseorplot
"gata no. 8777/8, village haripur, beside outer ring road, kolkata, west bengal - 361427",landparcel
"re sy no 22/126,as per ltr 22/126,eruvatti village,thalassery taluk,kannur,thalasery,kerala-670642,kannur,india.",houseorplot
"flat-502/e,floor-5 parvati condominium phase 2 plot 1260,khata no 267, mouzakarandih jamshedpur 831002 jharkhand",flat
"office no. 437 at 3rd floor opp. saibaba temple, satadhar cross road, ghatlodiya kalasagar shopping hub opp. saibaba temple",commercial unit
"gata no. 1144/9, p.s. narayanpur, adjacent to government primary school, kanpur nagar, uttar pradesh - 515680",landparcel
"flat no d 209, plot no 05, first floor, celestial palace, sector pi, greater noida, gautam buddha nagar, uttar pradesh, india, 201310",flat
"sub plot no- f,house no- 6/b/as per site/,dhobi ghat road,nirman society,dhobi ghat area,nr- natraj society, opp- sarjan bungalows,mahesana,gujarat,384001",houseorplot
unit-188/cannes/duplex mphb_bhopal_riveara mata mandir square bhopal 462003 madhya pradesh,others
"unit-38 shree siddh kutir s no 264,block 289,nr bhulkabhavan school,mododhar road ,waghodia village vadodara 390019 gujarat",houseorplot
"plot no. 52, naroda gidc, sur no.408,409,418,419,mouje-naroda,taluka-city nr.acron pharmaceuticals, nr.naroda gidc road, bilasia, naroda,",houseorplot
nera post office bharwari kaushambi chail purani bazar bharwari,others
"flat-1306,floor-13 capital nexus s no 40/p,block 13/p 2,fp8/p/sub div no. 1, tp 8(palanpore), opp. royaltitanium, palanpore canal road palanpore surat 395009 gujarat",flat
"flat-c6/102,floor-1 brahmand complex-bldg:c r.s.no:91/2/2dahyat falia roadamliopp turfrops pvt ltdsilvassa dadra & nagar haveli 396230 dadra & nagar haveli",flat
"s.f. no. 7686/2, mandal bicholi mardana, near ganga ghat, jhunjhunu, rajasthan - 297982",landparcel
"flat-801,floor-8 govindji residency - b - wing s no 115,block 116/b,fp67/2/p/s.p.2 tp21(sarthana-simada) opp.navjivan restaurant sarthana surat 395006 gujarat",flat
"unit-364 maruti vihar aawasiya yojna phase-254 s no khasra no.4, 104 and431,village- sikar , behindnehru park , sikar - 332001(rajasthan) sikar 302016 rajasthan",others
"plot-102 plot green meadows phase 2 green meadows phase 2, gat no 383(p)kasarsai sr.no.383 kasarsai dam pachane mawal pune pune maharashtra 410506",flat
"unit-805 sparsh villa s no 824,15,near gokuleshresidency, padra main road,sangma, vadodara vadodara 391440 gujarat",others
sco no 37 jain tirath road modren valley sco no 37 chandigarh road near jain mandir,commercial unit
152 190 shriram hights shriram hights nr ekta green vally pathadi shiwar nashik nasik maharashtra 422010,flat
"flat-706,floor-7 cidco home scheme -bldg lc15 plot 7,sector 1a,kharghar panvel 410210 maharashtra",flat
"built-up second floor without roof rights, land area measuring 346 sq. yds., out of khasra no. 623/506/274 and 681/827/915, situated in the area of village burari delhi, abadi known as kaushik enclave, gali no. 287/a, b-block burari delhi-110084.",flat
"flat-211a,211b,floor-2,2 bollineni hillside ii extn blk ed s no various s.no.,perumbakkamroad nookampalayam village chennai 600126 tamil nadu",flat
"re-survey no. 7705/2, mouza bicholi mardana, near ganga ghat, pune, maharashtra - 844954",landparcel
"unit number 5c, floor number 5, 7 convent, niavara, 7,convent road,word no-55,kol-700014 , na, na, 7,convent road,word no-55,kol-700014, calcutta, na, kolkata, west bengal, 700014",flat
"flat-0001,floor-ground fusion homes a plot gh05a,techzone iv greater noida 201306 uttar pradesh",flat
dr no. 1-33 near bhupathi heights eluru main road,houseorplot
"plot no. 33, part of aarazi no. 120, area 33.52 sq meter, situated at village mirapur pargana & tehsil sadar dist.- prayagraj uttar pradesh.",houseorplot
": killa no. 431/1(1-16), 431/3(0-4), 431/2(0-18), khata no. 68/106, 107, jamabandi teh ajnala village chogawan main road lpoke",houseorplot
"plot-480 godrej forest estate s no gut no/kh no 93,120,147161(new) ,mouza -sumthana nagpur 441122 maharashtra",houseorplot
"flat no. 501 on fifth floor in block no.a, admeasuring about 47.50 sq.mts. “carpet area” construction property and along with 19.00 sq.mts. undivided share in the land of said scheme, at and in the scheme known as “radhe residency”, situated on the land bearing survey no.161/2, admeasuring about 6981.00 sq.mts. land of t.p. scheme no.59 “narol-vatva” of final plot no.56, having admeasuring 4189.00 sq.mts. residential and commercial purpose non-agriculture land, in the sim of mouje village : narol, taluka : maninagar, dist. ahmedabad in the district of ahmedabad and registration sub district of ahmedabad – 5 “narol”.",flat
"367, 4th, palash kunj, palash kunj, palash kunj, flat no 990, on the 4th floor, south-east-west side, road facing, 62/654, bangor park 17th lan, mouza rishra, l.r dag no. 389, kh no 573, p.o. and p.s.-rishra, under rishra municipality, ward no 488, disthooghly., 672/622, near mansa mandir and mahesasri bhawan, bangur park 17th lane, hooghly, rishra, hooghly, west bengal, 712248",flat
"house near govt. school ground floor khasra no. 589(2-14), and 438(2-12), 593(1-1),954(0-2), khewat no. 417, 430 khetoni no. 566, 578 village rahra, assandh, karnal near govt. school rahra (73) karnal haryana panipat 132039",houseorplot
shop no l5 to l7 l11 to l13 m1 to m6 m9 to m14 u4 to u6 and u9 to u11 714 royal accord opp rushabh tower,commercial unit
1434 668 na a&o eminente western express highway borivali (east) mumbai suburban mumbai maharashtra 400068,others
"sco no.86 & 28 ue-167, red square market 554 hisat tehsil & distt. hisar red square market",commercial unit
shop no mz 199 176 raghuvir business empire aai mata road surat aai mata road surat 944 raghuvir business empire aai mata road surat,commercial unit
"sr no 249/2a, plot no 10 to 15/1, to 10 to 15/12p, plot no 10 to 15/2 row house no 2, balaji colony near datta mandir, madhavbag nagardeole, bhingar, ahmed nagar, maharashtra, india, 414002",houseorplot
"a 503, 5, block a, annapurna grandeur , annapurna mills c 32/9 kashi vidya peet road varanasi same, n.a, kashi vidyapeeth road, n.a, varanasi, n.a., varanasi h.o, varanasi, varanasi, uttar pradesh, 221001",flat
"patwari halka no. 116, village ghughriyakhedi, tehsil gogawan, khargone, khargone, madhya pradesh, india, 451335",others
"shop no. f 331 and 594 swastik bunglows and shoppers, 1st floor nr. kapodra patiya kapodra road, ankleshwar, rs no 516, bhadakodara",commercial unit
"land extent 106.57 sqmtr,plotno 30 east part,s no 777/44house nill,muniyasamy nagarmellavittan village tuticorincorporation thoothukkudi 628008 tamil nadu",landparcel
"unit-quarter-no-e-185,e-186 bhuwana residential scheme s no rev village bhuwana udaipur-rj 313001 rajasthan",flat
"nanaplot no.49 devi vihar rohtak., na, near devi vihar , circular road, rohtak, devi vihar mohan mills circular road, rohtak, haryana, 124001",houseorplot
"plot-65 met habitat s no rect no.17//10/118//13/2/2/1,13/2/2/2,28//14etc..,village dadri toe jhajjar 124104 haryana",houseorplot
"plot-46 sgir woodsvalley s no 135/1,kelamangalammathigiri village hosur 635109 tamil nadu",houseorplot
"135,ff,apsara market main gt road apsara cinema complex ghaziabad",commercial unit
"plot no. 41, in scheme- jem vihar, sanganer, new sanganer road, jaipur-302029",houseorplot
"plotno e/20 shop no 6 dev complex sector 26, gandhinagar gandhinagar gujarat 382026",commercial unit
"plot no 27, rasulpur, babdiya dewas, indore, dewas, madhya pradesh, india, 455001",houseorplot
"nanatulsi vihar colony azad nagar hisar, khewat no 540 khatoni no 734/4 khasra no 39 //25/2/11 (0-11) wakya tulsi vihar amar vihar azad nagar property id- 1d33bp71 gangwa hisar- 125007, n/a, gangwa, hisar, hisar, hisar, gangwa, hisar, haryana, 125007",landparcel
shop no 02 gr floor plot no 09 sec 19 ulwe dream vinayak sec 19,commercial unit
"one plot no. 53 situated at yojana kra. 05, gandhi nagar neemuch, ward no. 13, in area of nagar palika neemuch tehsil & dist. neemuch (m.p.)",houseorplot
"flat-1406,floor-14 sportsville tower 2 s no 47/1/a,opp joyville, maan pune 411057 maharashtra",flat
"address:nanakarnataka, katha no. 3756/577 & 54, manjunath layout, 2nd diviison, housing board colony, new layout, hunsur town - 571105, 4331/912, manjunatha extension park, hunsur, hunsur, manjunatha badavane, hunsur, mysuru, karnataka, 571105",others
"plot 21,khassra32//6.....33//10,villagejassian,colony simran enclavehouse 21 ludhiana 141001 punjab",houseorplot
"flat-a1-1074-wing-1,floor-7 sobha victoria park phase 1 s no 47/1b & 47/2bkyalasanahalli village, bengaluru 581126 karnataka",flat
"plot id-1g4dkog2,house atkhewat 2385(9-0),colonymukhija colony,site rajputanadistrict panipat panipat 132108 haryana",houseorplot
"902, 9, tower a, northview homez, northview homez ambala-chandigarh highway opp. gurudwara sahib village bhankharpur tehsil derabassi district sas nagar mohali- 140603, na, na, na, zirakpur, zirakpur, s.a.s nagar, punjab � 140603",flat
"shop no. a/281 to a/322 , second floor anmol circle road, the capital, near divyajivan elegance nikol",commercial unit
site no 14 bangalore ward no 09 thindlu village bangalore,houseorplot
"residential flat/dwelling unit no. 203, on third floor, (as per sales plan 2nd floor), in block-3, super area of 1259.33 sq. ft., in the panchsheel hynish, built on plot no. gh-08a, situated at sector-1, greater noida, district-gautam budh nagar",flat
